9.1747 	INFO 	Loaded monitor calibration from ['2024_08_09 11:37']
9.5208 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000028EFEF8FA60>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000028EFEF8FA00>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000028EFEF8F880>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000028EFF2ADAC0>, multiSample=False, name='window1', numSamples=2, pos=[240.0, 60.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.5209 	EXP 	window1: backgroundImage = ''
9.5209 	EXP 	window1: backgroundFit = 'none'
9.5213 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000028EFEF8FB80>
9.5215 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000028EFEF8FB80>
9.5245 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000028EFEF8FB80>
9.5256 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000028EFEF8FB80>
9.5370 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5391 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5412 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5437 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5461 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5475 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5498 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5524 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5537 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5549 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5569 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5589 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5607 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
