stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
16,5,1.0,36.84204030013643,,36.831331100082025,36.84204030013643,37.342179000144824,37.342179000144824,37.342179000144824,37.64268560009077,38.296414100099355,left,-1.0,1,1,0.9382572001777589,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
17,5,1.0,38.30773100000806,,38.2965431001503,38.30773100000806,38.80803950014524,38.80803950014524,38.80803950014524,39.10736869997345,39.77773420000449,left,-1.0,0,0,0.9609815999865532,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
18,5,6.0,39.790118400007486,,39.77782450011,39.790118400007486,40.29018440004438,40.29018440004438,40.29018440004438,40.589216200169176,41.01804630015977,right,6.0,1,1,0.7100800001062453,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
19,5,6.0,41.038021800108254,,41.018173300195485,41.038021800108254,41.52197500015609,41.52197500015609,41.53883980005048,41.821429500123486,42.44450810016133,right,6.0,1,1,0.9129985999315977,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
20,5,6.0,42.453765799989924,,42.444623900111765,42.453765799989924,42.955406500026584,42.955406500026584,42.955406500026584,43.27114970004186,43.62587520014495,right,6.0,1,1,0.6515844000969082,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
21,5,1.0,43.63655570009723,,43.62600290006958,43.63655570009723,44.136227200040594,44.136227200040594,44.136227200040594,44.43667580001056,45.55591070000082,right,1.0,1,1,1.4114781999960542,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
22,5,1.0,45.568709700135514,,45.55599350016564,45.568709700135514,46.0690735001117,46.0690735001117,46.0690735001117,46.36797360004857,47.55715040001087,left,-1.0,1,1,1.4797399998642504,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
23,5,1.0,47.56848570005968,,47.557278000051156,47.56848570005968,48.06697869999334,48.06697869999334,48.08360450016335,48.367433900013566,48.78683350002393,right,1.0,1,1,0.7045092999469489,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
24,5,1.0,48.799395699985325,,48.78691740008071,48.799395699985325,49.29905610019341,49.29905610019341,49.29905610019341,49.59951960016042,50.5683462000452,left,-1.0,0,0,1.2675799999851733,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
25,5,6.0,50.58089180011302,,50.56844160007313,50.58089180011302,51.08095020009205,51.08095020009205,51.08095020009205,51.38005040003918,52.586763800121844,left,-6.0,1,1,1.486055500106886,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
26,5,6.0,52.595262499991804,,52.58686730009504,52.595262499991804,53.09600340016186,53.09600340016186,53.09600340016186,53.39609590009786,53.88227830012329,right,6.0,1,1,0.7696734999772161,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
27,5,6.0,53.89501730003394,,53.88236350007355,53.89501730003394,54.39556009997614,54.39556009997614,54.39556009997614,54.69525600015186,55.99757180013694,right,6.0,1,1,1.5872158000711352,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
28,5,1.0,56.009995200205594,,55.99766770005226,56.009995200205594,56.52550410013646,56.52550410013646,56.52550410013646,56.82708270009607,57.68169330013916,right,1.0,1,1,1.1438353001140058,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
29,5,1.0,57.69221070013009,,57.681811900110915,57.69221070013009,58.191170500125736,58.191170500125736,58.20828370004892,58.49216310004704,59.063331600045785,right,1.0,1,1,0.8660734000150114,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
30,5,1.0,59.074153000023216,,59.06352740013972,59.074153000023216,59.574045800138265,59.574045800138265,59.574045800138265,59.87270720000379,60.879833000013605,left,-1.0,1,1,1.302463199943304,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
31,5,1.0,60.88993349997327,,60.87993760011159,60.88993349997327,61.388872700044885,61.388872700044885,61.388872700044885,61.68946440005675,62.39115060004406,left,-1.0,0,0,0.9925178000703454,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
32,5,6.0,62.40434200013988,,62.39123570010997,62.40434200013988,62.90464400011115,62.90464400011115,62.90464400011115,63.203898100182414,63.86076609999873,right,6.0,0,0,0.9493147998582572,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
33,5,11.0,63.87109240004793,,63.8609000002034,63.87109240004793,64.3704727999866,64.3704727999866,64.38726530014537,64.68607090017758,65.87341590016149,right,11.0,1,1,1.500785900047049,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
34,5,11.0,65.88578400015831,,65.87351440009661,65.88578400015831,66.38443600013852,66.38443600013852,66.40147150005214,66.68544930010103,67.45453079999425,left,-11.0,1,1,1.0551066000480205,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
35,5,11.0,67.46671070018783,,67.45462190010585,67.46671070018783,67.96744709997438,67.96744709997438,67.96744709997438,68.26643180008978,68.47002110001631,right,11.0,1,1,0.49985359981656075,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
36,5,6.0,68.48325960012153,,68.47010769997723,68.48325960012153,68.98281419998966,68.98281419998966,68.98281419998966,69.28311370010488,70.41970500000753,right,6.0,1,1,1.430342499865219,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
37,5,6.0,70.43091510003433,,70.41982539999299,70.43091510003433,70.9310175999999,70.9310175999999,70.9310175999999,71.23091000015847,71.6022075000219,left,-6.0,1,1,0.667074300115928,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
38,5,6.0,71.61301480000839,,71.60232380009256,71.61301480000839,72.11329440004192,72.11329440004192,72.11329440004192,72.41284320014529,72.91748100006953,left,-6.0,1,1,0.7875536000356078,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
39,5,1.0,72.93085110001266,,72.9176280000247,72.93085110001266,73.42931560007855,73.42931560007855,73.44601249997504,73.73047190019861,75.04832549998537,left,-1.0,0,0,1.610124700004235,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
40,5,6.0,75.06222100020386,,75.04846230009571,75.06222100020386,75.56254160008393,75.56254160008393,75.56254160008393,75.87689850013703,76.29813200002536,right,6.0,1,1,0.7209286000579596,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
41,5,6.0,76.3102345999796,,76.298214700073,76.3102345999796,76.80918710003607,76.80918710003607,76.82533060014248,77.10940299998038,77.71312910015695,right,6.0,1,1,0.8976739998906851,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
42,5,6.0,77.72541040019132,,77.71321630012244,77.72541040019132,78.22509030019864,78.22509030019864,78.22509030019864,78.52592890011147,79.02947270008735,left,-6.0,1,1,0.7966563999652863,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
43,5,1.0,79.0411996000912,,79.02958420012146,79.0411996000912,79.54044280014932,79.54044280014932,79.54044280014932,79.84085300005972,80.31131630018353,right,1.0,1,1,0.7671263001393527,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
44,5,1.0,80.3231703999918,,80.31145120016299,80.3231703999918,80.82296200003475,80.82296200003475,80.82296200003475,81.12258270010352,81.70936230011284,right,1.0,0,0,0.8823504999745637,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
45,5,6.0,81.72147830016911,,81.7094483000692,81.72147830016911,82.22180450009182,82.22180450009182,82.22180450009182,82.52169540012255,83.2247978001833,left,-6.0,1,1,0.9868119999300689,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
46,5,6.0,83.23711620015092,,83.22488120011985,83.23711620015092,83.73718779999763,83.73718779999763,83.73718779999763,84.03705730009824,84.64306030003354,left,-6.0,1,1,0.893455000128597,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
47,5,6.0,84.65339250001125,,84.64318730006926,84.65339250001125,85.15262489998713,85.15262489998713,85.15262489998713,85.45245690015145,85.99340729997493,right,6.0,1,1,0.8335887999273837,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
48,5,1.0,86.00205650017597,,85.99356810003519,86.00205650017597,86.50142840016633,86.50142840016633,86.51799490000121,86.80126120010391,87.55860530002974,left,-1.0,1,1,1.0527076001744717,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
49,5,1.0,87.56741640018299,,87.55875880015083,87.56741640018299,88.06792460009456,88.06792460009456,88.06792460009456,88.38342940015718,89.12406609999016,left,-1.0,1,1,1.0420070001855493,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
50,5,1.0,89.13324300013483,,89.12421680008993,89.13324300013483,89.63210530020297,89.63210530020297,89.64851480000652,89.93209220003337,90.38859470002353,left,-1.0,1,1,0.7506675999611616,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
51,5,1.0,90.39852749998681,,90.38872639997862,90.39852749998681,90.89820860000327,90.89820860000327,90.89820860000327,91.19803750002757,91.68859040015377,left,-1.0,1,1,0.7777217000257224,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
52,5,1.0,91.69709200016223,,91.68871910008602,91.69709200016223,92.19710580003448,92.19710580003448,92.21336699998938,92.49647070001811,92.93687350000255,right,1.0,1,1,0.7342334999702871,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
53,5,1.0,92.94668669998646,,92.93700080015697,92.94668669998646,93.44604230020195,93.44604230020195,93.44604230020195,93.74545430019498,94.41875630011782,right,1.0,1,1,0.9664745000191033,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
54,5,1.0,94.42821120005101,,94.4188896000851,94.42821120005101,94.9279455000069,94.9279455000069,94.9279455000069,95.22773180017248,96.69988500000909,right,1.0,1,1,1.7589809000492096,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
55,5,1.0,96.70955000002868,,96.70001420006156,96.70955000002868,97.20955060003325,97.20955060003325,97.20955060003325,97.50928890006617,98.51618840009905,left,-1.0,0,0,1.3050927999429405,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
56,5,6.0,98.52498280000873,,98.51635100017302,98.52498280000873,99.0239568001125,99.0239568001125,99.0239568001125,99.32401460013352,99.81750310002826,left,-6.0,1,1,0.7893052001018077,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
57,5,6.0,99.83976900018752,,99.81774590001442,99.83976900018752,100.32405639998615,100.32405639998615,100.341347000096,100.62250830000266,100.91208500019275,right,6.0,1,1,0.5788149000145495,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
58,5,6.0,100.92219610000029,,100.91218920005485,100.92219610000029,101.42262030020356,101.42262030020356,101.42262030020356,101.73830010020174,102.69274950004183,left,-6.0,1,1,1.2609955000225455,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
59,5,1.0,102.704810900148,,102.69285840005614,102.704810900148,103.2052013000939,103.2052013000939,103.2052013000939,103.50378440017812,104.1582611000631,left,-1.0,0,0,0.9480923998635262,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
60,5,6.0,104.16978410002775,,104.15835420018993,104.16978410002775,104.66977350017987,104.66977350017987,104.66977350017987,104.9692274001427,106.18959580012597,right,6.0,0,0,1.5047708000056446,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
61,5,11.0,106.20145400008187,,106.18968200008385,106.20145400008187,106.70167450001463,106.70167450001463,106.70167450001463,107.00057580019347,107.75467270007357,left,-11.0,0,0,1.040860499953851,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
62,5,16.0,107.76679030014202,,107.75475990003906,107.76679030014202,108.26683760015294,108.26683760015294,108.26683760015294,108.56707990006544,109.20756810018793,left,-16.0,1,1,0.9340091000776738,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
63,5,16.0,109.23186870012432,,109.20789970015176,109.23186870012432,109.71657420019619,109.71657420019619,109.7327849001158,110.01592060015537,110.25739630009048,left,-16.0,1,1,0.5282022999599576,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
64,5,16.0,110.26737180002965,,110.25755010009743,110.26737180002965,110.76583599997684,110.76583599997684,110.78192440001294,111.0647098000627,111.78807490016334,right,16.0,1,1,1.014702099841088,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
65,5,11.0,111.79747830005363,,111.78821210004389,111.79747830005363,112.29712200001813,112.29712200001813,112.29712200001813,112.5967357000336,113.06637100013904,right,11.0,1,1,0.756072600139305,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
66,5,11.0,113.07984370016493,,113.06646350002848,113.07984370016493,113.57923020003363,113.57923020003363,113.59641560004093,113.87921560020186,114.29932910017669,left,-11.0,1,1,0.7140389000996947,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
67,5,11.0,114.3126079000067,,114.29941079998389,114.3126079000067,114.81186470016837,114.81186470016837,114.82782440003939,115.11100070015527,115.41985810012557,right,11.0,1,1,0.597353600198403,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
68,5,6.0,115.42801380017772,,115.41998930019327,115.42801380017772,115.9294821000658,115.9294821000658,115.9294821000658,116.24542890000157,116.6839273001533,right,6.0,1,1,0.7501096001360565,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
69,5,6.0,116.69351720018312,,116.68405430018902,116.69351720018312,117.19343500002287,117.19343500002287,117.20935340016149,117.49257470015436,117.88007690012455,left,-6.0,1,1,0.6834290998522192,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
70,5,6.0,117.891864300007,,117.88015800016001,117.891864300007,118.39110320014879,118.39110320014879,118.39110320014879,118.69144830014557,119.06224020011723,right,6.0,1,1,0.6571950002107769,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
71,5,1.0,119.07478090003133,,119.0623417000752,119.07478090003133,119.5746791001875,119.5746791001875,119.5746791001875,119.87376380013302,120.99702240014449,right,1.0,1,1,1.40651709982194,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
72,5,1.0,121.0068074001465,,120.99721800000407,121.0068074001465,121.50582389999181,121.50582389999181,121.52246710006148,121.80592359998263,122.62893300014548,left,-1.0,1,1,1.1096465999726206,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
73,5,1.0,122.63813049998134,,122.6290645999834,122.63813049998134,123.1381066001486,123.1381066001486,123.1381066001486,123.43780630012043,123.94535639998503,left,-1.0,1,1,0.8032208001241088,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
74,5,1.0,123.95401550014503,,123.94551770016551,123.95401550014503,124.45363340014592,124.45363340014592,124.45363340014592,124.75356790004298,126.4091051002033,right,1.0,1,1,1.9388423999771476,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
75,5,1.0,126.41865650005639,,126.40923250000924,126.41865650005639,126.918117800029,126.918117800029,126.918117800029,127.21775740012527,127.79111220012419,left,-1.0,1,1,0.8698629001155496,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
76,5,1.0,127.8006651001051,,127.79128380003385,127.8006651001051,128.30028830002993,128.30028830002993,128.30028830002993,128.60016870009713,129.32297940016724,right,1.0,0,0,1.0171307001728565,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
77,5,6.0,129.33290050015785,,129.32311520003714,129.33290050015785,129.83242830005474,129.83242830005474,129.83242830005474,130.13221350009553,130.67225780012086,left,-6.0,0,0,0.8316834999714047,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
78,5,11.0,130.6819937999826,,130.67239230009727,130.6819937999826,131.18130370019935,131.18130370019935,131.18130370019935,131.48102790000848,132.52052960009314,right,11.0,1,1,1.3296494998503476,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
79,5,11.0,132.53021610016003,,132.520657800138,132.53021610016003,133.02999459998682,133.02999459998682,133.02999459998682,133.32944990019314,133.71997340000235,right,11.0,1,1,0.6854558000341058,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
80,5,11.0,133.7294966999907,,133.72010040003806,133.7294966999907,134.2290076999925,134.2290076999925,134.2290076999925,134.5283820000477,134.93457940011285,left,-11.0,1,1,0.6916280000004917,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
81,5,6.0,134.9455645000562,,134.93471490009688,134.9455645000562,135.44459970016032,135.44459970016032,135.4610111999791,135.74427820020355,136.26488570007496,right,6.0,1,1,0.8174643001984805,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
82,5,6.0,136.27629660000093,,136.26499520009384,136.27629660000093,136.77616610005498,136.77616610005498,136.77616610005498,137.07658040011302,137.36327340011485,left,-6.0,1,1,0.5749605000019073,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
83,5,6.0,137.3760419001337,,137.3633713000454,137.3760419001337,137.87525110016577,137.87525110016577,137.87525110016577,138.17506749997847,138.59578089998104,right,6.0,1,1,0.7159068000037223,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
84,5,1.0,138.60774110001512,,138.59588140016422,138.60774110001512,139.10773300006986,139.10773300006986,139.10773300006986,139.40739309997298,140.06418800004758,left,-1.0,1,1,0.9470270001329482,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
85,5,1.0,140.0738798000384,,140.06431660009548,140.0738798000384,140.57355060009286,140.57355060009286,140.57355060009286,140.873315700097,141.49641750007868,left,-1.0,1,1,0.9079952000174671,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
86,5,1.0,141.50616260012612,,141.49654640001245,141.50616260012612,142.00663900002837,142.00663900002837,142.00663900002837,142.32245149998926,142.73101330013014,left,-1.0,1,1,0.7102099000476301,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
87,5,1.0,142.75370390014723,,142.731170500163,142.75370390014723,143.23782200017013,143.23782200017013,143.25459889997728,143.53773900005035,144.01071810000576,left,-1.0,1,1,0.758255299879238,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
88,5,1.0,144.02086050016806,,144.0108461000491,144.02086050016806,144.52111880015582,144.52111880015582,144.52111880015582,144.83675170014612,145.1935299001634,left,-1.0,1,1,0.6600794999394566,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
89,5,1.0,145.20283960015513,,145.19365969998762,145.20283960015513,145.70294500002638,145.70294500002638,145.70294500002638,146.00250410009176,146.37569490005262,left,-1.0,1,1,0.6655443001072854,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
90,5,1.0,146.38536270009354,,146.37582530011423,146.38536270009354,146.88481390010566,146.88481390010566,146.88481390010566,147.1844334001653,148.091165299993,left,-1.0,0,0,1.1961564999073744,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
91,5,6.0,148.1005535000004,,148.0913031999953,148.1005535000004,148.6000200000126,148.6000200000126,148.6000200000126,148.90002770000137,149.10684390016831,left,-6.0,1,1,0.4910375000908971,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
92,5,6.0,149.11654449999332,,149.1069704000838,149.11654449999332,149.6162036000751,149.6162036000751,149.6162036000751,149.91554670012556,150.5217381999828,right,6.0,1,1,0.8916673001367599,393241,001,2024-09-11_20h43.15.025,untitled,2024.1.5,None,2024-09-11 20h43.20.946950 +0530,
