trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,fixation.stopped,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
16,0,16,0,35.11695239999972,,35.05953390000013,5,35.11695239999972,35.11695239999972,0.03733569999985775,36.13612740000008,36.676550000000134,[0.23796296296296296],[-0.3055555555555556],[1],[0],[0],[1.5806870000005802],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
17,0,17,0,36.748244800000066,,36.68647979999969,5,36.748244800000066,36.748244800000066,0.04135330000008253,37.75893189999988,38.78961100000015,[-0.044444444444444446],[0.33240740740740743],[1],[0],[0],[2.0636868999999933],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
18,0,18,0,38.84337770000002,,38.79321769999933,10,38.84337770000002,38.84337770000002,0.032954199999949196,39.85259099999985,43.05858509999962,[-0.4351851851851852],[0.38981481481481484],[1],[0],[0],[4.232837700000346],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
19,0,19,0,43.091913599999316,,43.06270519999998,5,43.091913599999316,43.091913599999316,0.018143199999940407,44.09407749999991,44.49502969999958,[-0.3537037037037037],[0.40370370370370373],[1],[0],[0],[1.4147494999997434],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
20,0,20,0,44.5305129999997,,44.49964839999939,5,44.5305129999997,44.5305129999997,0.019382800000130374,45.529854099999284,46.34773219999988,[-0.11944444444444445],[-0.23055555555555557],[1],[0],[0],[1.8293194999996558],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
21,0,21,0,46.4061971000001,,46.352389499999845,10,46.4061971000001,46.4061971000001,0.03790000000026339,,46.56824549999965,[-0.11944444444444445],[-0.23055555555555557],[1],[0],[0],[0.1784907999999632],[],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
22,0,22,0,46.60788539999976,,46.57288299999982,5,46.60788539999976,46.60788539999976,0.021897200000239536,47.60977860000003,48.69457059999968,[-0.04814814814814815],[0.08796296296296297],[1],[0],[0],[2.1003756999998586],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
23,0,23,0,48.72910159999992,,48.69900129999951,5,48.72910159999992,48.72910159999992,0.019146700000419514,49.728655199999594,51.01214970000001,[0.2712962962962963],[0.46574074074074073],[1],[0],[0],[2.2944635000003473],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
24,0,24,0,51.04766169999948,,51.01742999999988,5,51.04766169999948,51.04766169999948,0.019249500000114494,52.04801700000007,52.69912629999999,[-0.35555555555555557],[0.4009259259259259],[1],[0],[0],[1.6630239999994956],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
25,0,25,0,52.75897209999948,,52.70416380000006,10,52.75897209999948,52.75897209999948,0.03832610000063141,53.76741949999996,54.16378629999963,[-0.42407407407407405],[0.09907407407407408],[1],[0],[0],[1.422071799999685],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
26,0,26,0,54.19882119999966,,54.1683280999996,5,54.19882119999966,54.19882119999966,0.01971140000023297,55.199134099999355,56.26719719999983,[0.24259259259259258],[0.37037037037037035],[1],[0],[0],[2.0798075000002427],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
27,0,27,0,56.3021848999997,,56.27193819999957,5,56.3021848999997,56.3021848999997,0.019507299999531824,57.30587159999959,58.706892700000026,[-0.3537037037037037],[-0.16666666666666666],[1],[0],[0],[2.4161567999999534],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
28,0,28,0,58.76538639999944,,58.71138340000016,10,58.76538639999944,58.76538639999944,0.03793519999999262,59.77517129999978,60.584497299999384,[-0.1537037037037037],[0.4722222222222222],[1],[0],[0],[1.835737600000357],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
29,0,29,0,60.61960579999959,,60.58887809999942,5,60.61960579999959,60.61960579999959,0.01877610000065033,61.61933189999945,62.75381819999984,[-0.4842592592592593],[-0.37592592592592594],[1],[0],[0],[2.146736400000009],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
30,0,30,0,62.81227179999951,,62.75815919999968,10,62.81227179999951,62.81227179999951,0.03819320000002335,63.819990699999835,67.56779099999949,[-0.08611111111111111],[-0.387037037037037],[1],[0],[0],[4.77190150000024],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
31,0,31,0,67.62821359999998,,67.57261139999991,10,67.62821359999998,67.62821359999998,0.03908970000065892,68.64448139999968,69.29711869999937,[0.4842592592592593],[0.3611111111111111],[1],[0],[0],[1.686126200000217],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
32,0,32,0,69.35536839999986,,69.3014290000001,10,69.35536839999986,69.35536839999986,0.0369196000001466,70.35698729999967,72.64707029999954,[0.17962962962962964],[-0.42685185185185187],[1],[0],[0],[3.3093055000008462],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
33,0,33,0,72.7049447999998,,72.65145260000008,10,72.7049447999998,72.7049447999998,0.037192099999629136,73.71134959999927,74.71094369999992,[-0.1787037037037037],[-0.15648148148148147],[1],[0],[0],[2.0228706999996575],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
34,0,34,0,74.74671069999931,,74.71541809999962,5,74.74671069999931,74.74671069999931,0.019710399999894435,75.74597850000009,78.74529159999929,[-0.24722222222222223],[-0.45740740740740743],[1],[0],[0],[4.010795000000144],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
35,0,35,0,78.7804344999995,,78.74967860000015,5,78.7804344999995,78.7804344999995,0.01926739999998972,79.78023329999996,82.32966469999974,[0.1111111111111111],[-0.41574074074074074],[1],[0],[0],[3.5613157999996474],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
36,0,36,0,82.39061539999966,,82.33405519999997,10,82.39061539999966,82.39061539999966,0.03851570000006177,83.39295029999994,83.87099760000001,[0.27314814814814814],[-0.008333333333333333],[1],[0],[0],[1.4988928000002488],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
37,0,37,0,83.90809769999942,,83.87552589999996,5,83.90809769999942,83.90809769999942,0.020688999999947555,84.91171200000008,86.21156319999955,[-0.07037037037037037],[0.22592592592592592],[1],[0],[0],[2.3159821999997803],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
38,0,38,0,86.2465400000001,,86.21632580000005,5,86.2465400000001,86.2465400000001,0.019219100000555045,87.24712309999995,88.33157969999957,[0.4898148148148148],[-0.013888888888888888],[1],[0],[0],[2.096617199999855],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
39,0,39,0,88.36615019999954,,88.33612209999956,5,88.36615019999954,88.36615019999954,0.01876670000001468,89.36594259999947,89.99982009999985,[0.18981481481481483],[0.38333333333333336],[1],[0],[0],[1.6455112999992707],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
40,0,40,0,90.05680200000006,,90.00433280000016,10,90.05680200000006,90.05680200000006,0.03718109999954322,91.0598571999999,93.22836879999977,[0.39444444444444443],[-0.225],[1],[0],[0],[3.1874964999997246],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
41,0,41,0,93.26269059999959,,93.23267839999971,5,93.26269059999959,93.26269059999959,0.01935429999957705,94.26395090000005,94.91563719999976,[0.1175925925925926],[-0.18333333333333332],[1],[0],[0],[1.6641198000006625],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
42,0,42,0,94.95368580000013,,94.92038799999955,5,94.95368580000013,94.95368580000013,0.02197359999991022,,95.8185026000001,[0.1175925925925926],[-0.18333333333333332],[1],[0],[0],[0.8767737999996825],[],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
43,0,43,0,95.87656389999938,,95.82295889999932,10,95.87656389999938,95.87656389999938,0.03746229999978823,96.87744310000016,98.11619059999975,[-0.14537037037037037],[-0.24722222222222223],[1],[0],[0],[2.25632829999995],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
44,0,44,0,98.17705919999935,,98.12087829999928,10,98.17705919999935,98.17705919999935,0.03952300000037212,99.18182489999981,100.28443289999996,[0.25925925925925924],[-0.2898148148148148],[1],[0],[0],[2.1246227000001454],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
45,0,45,0,100.31925469999987,,100.28904499999953,5,100.31925469999987,100.31925469999987,0.019129099999190657,101.32270849999986,102.05699149999964,[-0.14166666666666666],[-0.08888888888888889],[1],[0],[0],[1.7493336999996245],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
46,0,46,0,102.11575709999943,,102.06161329999941,10,102.11575709999943,102.11575709999943,0.03676679999989574,103.12637899999936,104.4391515999996,[-0.2074074074074074],[-0.2175925925925926],[1],[0],[0],[2.341388100000586],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
47,0,47,0,104.47457229999964,,104.4436928999994,5,104.47457229999964,104.47457229999964,0.019367300000340038,105.48283790000005,106.01773109999976,[-0.1388888888888889],[0.2222222222222222],[1],[0],[0],[1.5552511000005325],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
48,0,48,0,106.07469239999955,,106.02249289999963,10,106.07469239999955,106.07469239999955,0.03639099999963946,107.0757765999997,107.77488869999979,[-0.41203703703703703],[0.05277777777777778],[1],[0],[0],[1.7166913000000932],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
49,0,49,0,107.8115399999997,,107.77986220000003,5,107.8115399999997,107.8115399999997,0.01928649999990739,108.81788779999988,109.6526887,[0.39537037037037037],[-0.22037037037037038],[1],[0],[0],[1.8541923999991923],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
50,0,50,0,109.71075579999979,,109.65750429999935,10,109.71075579999979,109.71075579999979,0.0373079000000871,110.72182599999996,112.77701569999954,[-0.03888888888888889],[-0.05462962962962963],[1],[0],[0],[3.0826477000000523],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
51,0,51,0,112.81371260000014,,112.78162909999992,5,112.81371260000014,112.81371260000014,0.020888999999442603,113.8269021999995,115.3942264999996,[0.15],[-0.4601851851851852],[1],[0],[0],[2.5921895000001314],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
52,0,52,0,115.45155840000007,,115.39890669999932,10,115.45155840000007,115.45155840000007,0.036884099999952014,116.45971920000011,117.78375719999985,[-0.40925925925925927],[0.1],[1],[0],[0],[2.3485202000001664],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
53,0,53,0,117.81841259999965,,117.78807700000016,5,117.81841259999965,117.81841259999965,0.019464500000140106,118.81861599999957,119.20304459999988,[0.16666666666666666],[-0.09722222222222222],[1],[0],[0],[1.3960643000000346],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
54,0,54,0,119.26118640000004,,119.20764059999965,10,119.26118640000004,119.26118640000004,0.0369170000003578,120.2639892999996,120.61954049999986,[0.075],[0.18888888888888888],[1],[0],[0],[1.3755746000006184],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
55,0,55,0,120.67494459999944,,120.62386509999942,10,120.67494459999944,120.67494459999944,0.036350299999867275,121.6876171999993,122.46279709999999,[-0.25833333333333336],[0.13703703703703704],[1],[0],[0],[1.8031640999997762],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
56,0,56,0,122.52191239999956,,122.46758849999969,10,122.52191239999956,122.52191239999956,0.03835679999974673,123.53436090000014,125.6140061999995,[-0.05092592592592592],[0.41574074074074074],[1],[0],[0],[3.108640800000103],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
57,0,57,0,125.65219179999985,,125.61850789999971,5,125.65219179999985,125.65219179999985,0.020089999999981956,126.66574849999961,127.46669620000011,[-0.14444444444444443],[0.07685185185185185],[1],[0],[0],[1.8286914999998771],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
58,0,58,0,127.50206179999986,,127.47116300000016,5,127.50206179999986,127.50206179999986,0.020024000000375963,128.50094219999937,129.5851007000001,[0.2833333333333333],[0.19814814814814816],[1],[0],[0],[2.0945184999991397],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
59,0,59,0,129.62033509999947,,129.58961799999997,5,129.62033509999947,129.62033509999947,0.0188970999997764,130.62048539999978,131.72178900000017,[0.3925925925925926],[-0.4601851851851852],[1],[0],[0],[2.1139038999999684],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
60,0,60,0,131.76247779999994,,131.7262381999999,5,131.76247779999994,131.76247779999994,0.02436020000004646,132.77294529999926,133.30754669999988,[0.21944444444444444],[0.33055555555555555],[1],[0],[0],[1.557547400000658],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
61,0,61,0,133.34289660000013,,133.31217190000007,5,133.34289660000013,133.34289660000013,0.018373199999587086,134.34273810000013,134.89421799999946,[-0.15092592592592594],[-0.22685185185185186],[1],[0],[0],[1.56414390000009],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
62,0,62,0,134.93085129999963,,134.89890839999953,5,134.93085129999963,134.93085129999963,0.01967530000001716,135.94567589999951,137.02912019999985,[-0.2675925925925926],[0.37777777777777777],[1],[0],[0],[2.1111658999998326],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
63,0,63,0,137.06410959999994,,137.03362579999975,5,137.06410959999994,137.06410959999994,0.01929180000024644,138.06474509999953,138.5990965000001,[0.03981481481481482],[0.35185185185185186],[1],[0],[0],[1.546790499999588],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
64,0,64,0,138.65621089999968,,138.60361449999982,10,138.65621089999968,138.65621089999968,0.03695220000008703,139.65920279999955,140.86540139999943,[0.1962962962962963],[0.002777777777777778],[1],[0],[0],[2.2254197000002023],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
65,0,65,0,140.90060600000015,,140.86990509999941,5,140.90060600000015,140.90060600000015,0.019552300000214018,141.9004673999998,142.76816249999956,[0.375],[0.2074074074074074],[1],[0],[0],[1.8792758999998114],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
66,0,66,0,142.80391689999942,,142.77257219999956,5,142.80391689999942,142.80391689999942,0.019615199999861943,143.8032346,144.08778189999975,[0.23148148148148148],[0.275],[1],[0],[0],[1.296317100000124],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
67,0,67,0,144.14499869999963,,144.09208519999993,10,144.14499869999963,144.14499869999963,0.03726360000018758,145.15058059999956,146.77247399999942,[-0.08333333333333333],[-0.31666666666666665],[1],[0],[0],[2.6437130999993315],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
68,0,68,0,146.83090769999944,,146.7774448,10,146.83090769999944,146.83090769999944,0.0377357999996093,147.84031640000012,148.31717409999965,[0.04351851851851852],[-0.29259259259259257],[1],[0],[0],[1.5026183999998466],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
69,0,69,0,148.37482519999958,,148.32162659999995,10,148.37482519999958,148.37482519999958,0.036885099999381055,149.38771910000014,150.3021546,[0.26296296296296295],[0.362962962962963],[1],[0],[0],[1.9442106999995303],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
70,0,70,0,150.35940299999947,,150.3064676999993,10,150.35940299999947,150.35940299999947,0.03696750000017346,151.36184439999943,153.11494709999988,[-0.018518518518518517],[-0.42962962962962964],[1],[0],[0],[2.7720768999997745],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
71,0,71,0,153.1723607999993,,153.11942529999942,10,153.1723607999993,153.1723607999993,0.037198199999693315,154.18031389999942,155.58204659999956,[0.03981481481481482],[-0.30833333333333335],[1],[0],[0],[2.4261294000007183],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
72,0,72,0,155.64106790000005,,155.58638809999957,10,155.64106790000005,155.64106790000005,0.03744300000016665,156.6526445999998,157.63748059999944,[0.2601851851851852],[0.337037037037037],[1],[0],[0],[2.0142126999999164],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
73,0,73,0,157.69598119999955,,157.6420103999999,10,157.69598119999955,157.69598119999955,0.03801999999996042,158.71000829999957,159.28421009999965,[-0.3907407407407407],[0.412962962962963],[1],[0],[0],[1.6047928000007232],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
74,0,74,0,159.34317800000008,,159.28868059999968,10,159.34317800000008,159.34317800000008,0.03530210000008083,160.36488180000015,161.5461865999996,[-0.3037037037037037],[-0.014814814814814815],[1],[0],[0],[2.2227646000001187],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
75,0,75,0,161.58004769999934,,161.55057159999978,5,161.58004769999934,161.58004769999934,0.0190162999997483,162.58424659999946,163.00246719999996,[0.026851851851851852],[-0.14537037037037037],[1],[0],[0],[1.4334515000000465],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
76,0,76,0,163.0632201999997,,163.00692290000006,10,163.0632201999997,163.0632201999997,0.03805689999990136,164.06699599999956,165.49845259999984,[0.14351851851851852],[0.14722222222222223],[1],[0],[0],[2.4540394999994533],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
77,0,77,0,165.5630754999993,,165.50292629999967,10,165.5630754999993,165.5630754999993,0.0408674999998766,166.5675199999996,168.20996949999972,[0.4203703703703704],[-0.19814814814814816],[1],[0],[0],[2.666860700000143],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
78,0,78,0,168.2705877999997,,168.2146585999999,10,168.2705877999997,168.2705877999997,0.039507899999989604,169.27851079999982,171.47361939999973,[0.05092592592592592],[0.4166666666666667],[1],[0],[0],[3.2200506999997742],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
79,0,79,0,171.5092440999997,,171.4781863999997,5,171.5092440999997,171.5092440999997,0.019988199999716016,172.5086836999999,173.02683679999973,[0.3277777777777778],[0.34444444444444444],[1],[0],[0],[1.5292427999993379],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
80,0,80,0,173.06169219999992,,173.03146560000005,5,173.06169219999992,173.06169219999992,0.01914749999923515,174.0615815000001,174.21341979999943,[0.4074074074074074],[0.2898148148148148],[1],[0],[0],[1.1633052999995925],['target'],2,001,2024-10-10_14h32.38.856,Visual search exp,2024.1.5,None,2024-10-10 14h32.52.917479 +0530,
