trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,fixation.stopped,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
10,0,10,0,23.491205199999968,,23.459870699999556,5,23.491205199999968,23.491205199999968,0.019850700000461075,24.506145000000288,25.354109299999436,[0.32407407407407407],[0.3148148148148148],[1],[0],[0],[1.874974000000293],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
11,0,11,0,25.40512099999978,,25.358375400000114,10,25.40512099999978,25.40512099999978,0.0326946000004682,26.40771820000009,28.44042360000003,[0.44722222222222224],[0.2324074074074074],[1],[0],[0],[3.0499083999993672],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
12,0,12,0,28.49429439999949,,28.444678699999713,10,28.49429439999949,28.49429439999949,0.03483129999949597,29.49672180000016,30.264439099999436,[0.30925925925925923],[0.24722222222222223],[1],[0],[0],[1.7854803999998694],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
13,0,13,0,30.295466499999748,,30.268739899999673,5,30.295466499999748,30.295466499999748,0.01688179999928252,31.29831959999956,31.932527899999513,[-0.25925925925925924],[-0.4527777777777778],[1],[0],[0],[1.6474497999997766],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
14,0,14,0,31.964988900000208,,31.936747099999593,5,31.964988900000208,31.964988900000208,0.01717110000026878,32.96671830000014,33.7509313999999,[-0.030555555555555555],[-0.3472222222222222],[1],[0],[0],[1.7975532000000385],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
15,0,15,0,33.78196609999941,,33.75552040000002,5,33.78196609999941,33.78196609999941,0.017069799999262614,34.78385109999999,37.18378029999985,[0.03425925925925926],[0.49722222222222223],[1],[0],[0],[3.411644400000114],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
16,0,16,0,37.21914779999952,,37.18803659999958,5,37.21914779999952,37.21914779999952,0.018757499999992433,38.21850610000001,38.95289279999997,[-0.325],[0.15925925925925927],[1],[0],[0],[1.7466850000000704],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
17,0,17,0,38.98409989999982,,38.95714450000014,5,38.98409989999982,38.98409989999982,0.017114899999796762,39.985908599999675,40.90304409999953,[-0.13796296296296295],[-0.30277777777777776],[1],[0],[0],[1.9293676999996023],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
18,0,18,0,40.95483580000018,,40.907665499999894,10,40.95483580000018,40.95483580000018,0.03292620000047464,41.95737399999962,42.791239600000154,[-0.4388888888888889],[-0.011111111111111112],[1],[0],[0],[1.8512446000004275],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
19,0,19,0,42.846853299999566,,42.795965799999976,10,42.846853299999566,42.846853299999566,0.03373269999974582,43.847645799999555,46.26799109999956,[-0.40555555555555556],[-0.44814814814814813],[1],[0],[0],[3.4388835999998264],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
20,0,20,0,46.30004009999993,,46.272252099999605,5,46.30004009999993,46.30004009999993,0.017286300000705523,47.302613400000155,48.73643269999957,[-0.11296296296296296],[0.006481481481481481],[1],[0],[0],[2.447346899999502],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
21,0,21,0,48.78995289999966,,48.74095599999964,10,48.78995289999966,48.78995289999966,0.03461140000035812,49.792057300000124,50.9115112999998,[-0.22962962962962963],[0.3074074074074074],[1],[0],[0],[2.1363320999998905],[],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
22,0,22,0,50.947068800000125,,50.91618599999947,5,50.947068800000125,50.947068800000125,0.01753279999957158,51.96247229999972,53.11334119999992,[-0.4925925925925926],[-0.42777777777777776],[1],[0],[0],[2.1802189],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
23,0,23,0,53.152152800000295,,53.11740229999941,5,53.152152800000295,53.152152800000295,0.020735600000080012,54.16509849999966,54.5830047999998,[0.08981481481481482],[-0.2814814814814815],[1],[0],[0],[1.4453389000000243],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
24,0,24,0,54.6180188999997,,54.587727999999515,5,54.6180188999997,54.6180188999997,0.018162999999731255,55.61731630000031,56.75233810000009,[0.14629629629629629],[0.2962962962962963],[1],[0],[0],[2.147143500000311],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
25,0,25,0,56.78029409999999,,56.75619110000025,5,56.78029409999999,56.78029409999999,0.013780599999336118,57.78112510000028,58.01731689999997,[0.46111111111111114],[0.21203703703703702],[1],[0],[0],[1.2476532000000589],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
26,0,26,0,58.04867180000019,,58.02064729999984,5,58.04867180000019,58.04867180000019,0.01576070000010077,59.051290999999765,60.73488139999972,[0.3398148148148148],[-0.4287037037037037],[1],[0],[0],[2.6987181000004057],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
27,0,27,0,60.7912854999995,,60.73955010000009,10,60.7912854999995,60.7912854999995,0.036155100000542006,61.80551569999989,63.089434399999845,[0.1787037037037037],[0.31203703703703706],[1],[0],[0],[2.3143503000001147],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
28,0,28,0,63.129670799999985,,63.09364099999948,5,63.129670799999985,63.129670799999985,0.021587100000033388,64.13168489999953,64.7829227000002,[-0.3],[0.20555555555555555],[1],[0],[0],[1.668580500000644],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
29,0,29,0,64.82818719999977,,64.7862011999996,10,64.82818719999977,64.82818719999977,0.027551900000617024,65.83643699999993,67.3677717999999,[-0.36203703703703705],[-0.412962962962963],[1],[0],[0],[2.5544328000005407],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
30,0,30,0,67.39530550000018,,67.37128680000023,5,67.39530550000018,67.39530550000018,0.013657600000442471,68.3993330000003,69.84889589999966,[-0.45740740740740743],[0.38796296296296295],[1],[0],[0],[2.464344600000004],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
31,0,31,0,69.87605879999956,,69.85199529999954,5,69.87605879999956,69.87605879999956,0.013549400000556489,70.88031090000004,72.26349389999996,[0.3287037037037037],[-0.28425925925925927],[1],[0],[0],[2.3982146999996985],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
32,0,32,0,72.30967820000023,,72.26718660000006,10,72.30967820000023,72.30967820000023,0.028264100000342296,73.31545399999959,77.19812099999945,[-0.2175925925925926],[0.4962962962962963],[1],[0],[0],[4.90277739999965],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
33,0,33,0,77.24459599999955,,77.20134229999985,10,77.24459599999955,77.24459599999955,0.02851490000011836,78.2513315999995,79.2500700999999,[-0.29259259259259257],[0.07407407407407407],[1],[0],[0],[2.0206130999995366],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
34,0,34,0,79.27887869999995,,79.25335749999977,5,79.27887869999995,79.27887869999995,0.014954799999941315,80.28112950000013,81.03174579999995,[0.28425925925925927],[0.26851851851851855],[1],[0],[0],[1.7637212999998155],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
35,0,35,0,81.08029299999998,,81.03699239999969,10,81.08029299999998,81.08029299999998,0.02896950000013021,82.08381589999954,84.82128999999986,[0.04351851851851852],[0.4740740740740741],[1],[0],[0],[3.755878400000256],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
36,0,36,0,84.85770159999993,,84.8259081999995,5,84.85770159999993,84.85770159999993,0.019416699999965203,85.8723829999999,86.8582236000002,[0.33611111111111114],[-0.06388888888888888],[1],[0],[0],[2.0135283999998137],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
37,0,37,0,86.89173409999967,,86.86172119999992,5,86.89173409999967,86.89173409999967,0.017607099999622733,87.89184639999985,88.05964459999996,[0.09444444444444444],[0.24722222222222223],[1],[0],[0],[1.1805556999997862],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
38,0,38,0,88.10669179999968,,88.06343649999963,10,88.10669179999968,88.10669179999968,0.028180499999507447,89.11175399999956,89.19473909999942,[0.41388888888888886],[0.34074074074074073],[1],[0],[0],[1.1034546999999293],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
39,0,39,0,89.23155390000011,,89.19731589999992,10,89.23155390000011,89.23155390000011,0.02169640000010986,90.24572549999993,90.81504339999992,[-0.2518518518518518],[0.3638888888888889],[1],[0],[0],[1.5960555000001477],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
40,0,40,0,90.86960129999989,,90.81966740000007,10,90.86960129999989,90.86960129999989,0.03441269999984797,91.8672961000002,93.60714839999946,[-0.08611111111111111],[0.06111111111111111],[1],[0],[0],[2.7536324000002423],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
41,0,41,0,93.67124820000026,,93.61165410000012,10,93.67124820000026,93.67124820000026,0.039975499999854947,94.67962770000031,95.5816635000001,[0.4638888888888889],[0.06759259259259259],[1],[0],[0],[1.9305587999997442],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
42,0,42,0,95.61366029999954,,95.58595729999979,5,95.61366029999954,95.61366029999954,0.017685400000118534,96.6152688000002,98.29922139999962,[-0.48703703703703705],[0.20925925925925926],[1],[0],[0],[2.6959867000005033],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
43,0,43,0,98.35159049999947,,98.3067688000001,5,98.35159049999947,98.35159049999947,0.0288100999996459,99.35354449999977,99.90602119999949,[0.4546296296296296],[0.2712962962962963],[1],[0],[0],[1.571567199999663],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
44,0,44,0,99.9703727999995,,99.91355639999983,10,99.9703727999995,99.9703727999995,0.042482400000153575,100.9780353999995,102.3817670999997,[-0.019444444444444445],[-0.18703703703703703],[1],[0],[0],[2.4269955999998274],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
45,0,45,0,102.43747780000012,,102.38606720000007,10,102.43747780000012,102.43747780000012,0.03694130000076257,103.45087929999954,105.9833023000001,[-0.12685185185185185],[0.29907407407407405],[1],[0],[0],[3.5608689999999115],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
46,0,46,0,106.01845580000008,,105.9879664,5,106.01845580000008,106.01845580000008,0.017674499999884574,107.01858709999942,108.02004810000017,[0.08796296296296297],[-0.1638888888888889],[1],[0],[0],[2.014981899999839],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
47,0,47,0,108.05359810000027,,108.02425159999984,5,108.05359810000027,108.05359810000027,0.01942220000000816,109.05450089999977,110.58971380000003,[-0.4740740740740741],[-0.06666666666666667],[1],[0],[0],[2.5463938999992024],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
48,0,48,0,110.6415780999996,,110.59714079999958,5,110.6415780999996,110.6415780999996,0.029299599999831116,111.64400719999958,112.9779939,[0.25092592592592594],[0.2935185185185185],[1],[0],[0],[2.3528583999996044],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
49,0,49,0,113.03114389999973,,112.98221920000015,10,113.03114389999973,113.03114389999973,0.03272870000000694,114.03383339999982,116.08386309999969,[0.26481481481481484],[-0.34444444444444444],[1],[0],[0],[3.0694551999995383],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
50,0,50,0,116.11570209999991,,116.08817350000027,5,116.11570209999991,116.11570209999991,0.017589099999895552,117.11807679999947,117.90288150000015,[0.33796296296296297],[-0.4185185185185185],[1],[0],[0],[1.7976643000001786],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
51,0,51,0,117.93562589999965,,117.90754130000005,5,117.93562589999965,117.93562589999965,0.016931900000599853,118.93751499999962,119.83839139999964,[-0.28425925925925927],[0.05740740740740741],[1],[0],[0],[1.9144155999993018],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
52,0,52,0,119.89100959999996,,119.84261129999959,10,119.89100959999996,119.89100959999996,0.03451810000024125,120.89453270000013,122.16067310000017,[-0.06944444444444445],[-0.0962962962962963],[1],[0],[0],[2.2840822999996817],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
53,0,53,0,122.21264479999991,,122.16491419999966,10,122.21264479999991,122.21264479999991,0.032825100000081875,123.21523439999964,126.21486259999983,[-0.4027777777777778],[-0.4759259259259259],[1],[0],[0],[4.017696099999739],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
54,0,54,0,126.26547279999977,,126.21918939999978,10,126.26547279999977,126.26547279999977,0.03212699999949109,127.27070409999942,127.6248241000003,[0.3731481481481482],[0.4203703703703704],[1],[0],[0],[1.3740397000001394],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
55,0,55,0,127.69520099999954,,127.6319381000003,10,127.69520099999954,127.69520099999954,0.045442300000104296,128.70506269999987,130.03629569999976,[-0.12222222222222222],[-0.03425925925925926],[1],[0],[0],[2.360110800000257],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
56,0,56,0,130.0721483999996,,130.0411011999995,5,130.0721483999996,130.0721483999996,0.01934620000065479,131.08744039999965,132.4885304999998,[0.10092592592592593],[-0.4685185185185185],[1],[0],[0],[2.4286368000002767],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
57,0,57,0,132.52120430000014,,132.4931177999997,5,132.52120430000014,132.52120430000014,0.016838300000017625,133.52301410000018,134.49056370000017,[0.4666666666666667],[0.017592592592592594],[1],[0],[0],[1.9811912999994092],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
58,0,58,0,134.5435735000001,,134.49479650000012,10,134.5435735000001,134.5435735000001,0.03257839999969292,135.54599319999943,137.6960637000002,[-0.3824074074074074],[-0.25925925925925924],[1],[0],[0],[3.1691927999991094],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
59,0,59,0,137.7524088,,137.70193409999956,10,137.7524088,137.7524088,0.03641680000055203,138.75181520000024,141.71661779999977,[0.010185185185185186],[-0.42407407407407405],[1],[0],[0],[3.9788008000004993],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
60,0,60,0,141.75249770000028,,141.7212873999997,5,141.75249770000028,141.75249770000028,0.01978400000007241,142.76735709999957,143.75156779999998,[0.2712962962962963],[-0.47685185185185186],[1],[0],[0],[2.011262500000157],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
61,0,61,0,143.78649750000022,,143.7559666999996,5,143.78649750000022,143.78649750000022,0.019277999999758322,144.78640819999964,145.65584260000014,[-0.3685185185185185],[-0.1527777777777778],[1],[0],[0],[1.8811961000001247],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
62,0,62,0,145.7135988,,145.6610353999995,10,145.7135988,145.7135988,0.036466399999881105,146.73910449999948,148.0467792999998,[0.2972222222222222],[0.32592592592592595],[1],[0],[0],[2.3497240999995483],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
63,0,63,0,148.09263929999997,,148.05120699999952,5,148.09263929999997,148.09263929999997,0.025225899999895773,149.09692279999945,151.22389320000002,[-0.08981481481481482],[0.49537037037037035],[1],[0],[0],[3.147766899999624],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
64,0,64,0,151.32855909999944,,151.23111319999953,10,151.32855909999944,151.32855909999944,0.06716929999947752,152.34112339999956,153.0162051999996,[-0.13148148148148148],[-0.33240740740740743],[1],[0],[0],[1.7192544999998063],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
65,0,65,0,153.08376510000016,,153.02012579999973,10,153.08376510000016,153.08376510000016,0.041614199999457924,154.09324229999947,156.69620579999992,[-0.26666666666666666],[-0.41574074074074074],[1],[0],[0],[3.634971399999813],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
66,0,66,0,156.7438715999997,,156.69950289999997,10,156.7438715999997,156.7438715999997,0.02886639999996987,157.74536509999962,160.77880060000007,[0.30833333333333335],[0.04814814814814815],[1],[0],[0],[4.050704299999779],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
67,0,67,0,160.83568109999942,,160.78588779999973,10,160.83568109999942,160.83568109999942,0.0352045999998154,161.85029359999953,163.68404800000008,[0.3907407407407407],[0.11018518518518519],[1],[0],[0],[2.8641603999994913],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
68,0,68,0,163.71407939999972,,163.68833369999993,5,163.71407939999972,163.71407939999972,0.01648060000024998,164.71612099999948,167.1160934999998,[-0.019444444444444445],[-0.43148148148148147],[1],[0],[0],[3.4117559999995137],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
69,0,69,0,167.14801220000027,,167.12066200000027,5,167.14801220000027,167.14801220000027,0.017098000000260072,168.15754449999986,169.25350530000014,[-0.03888888888888889],[0.18333333333333332],[1],[0],[0],[2.116246399999909],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
70,0,70,0,169.30455230000007,,169.25828290000027,10,169.30455230000007,169.30455230000007,0.032084999999824504,170.30661119999968,171.3908894999995,[0.39537037037037037],[0.0824074074074074],[1],[0],[0],[2.100931899999523],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
71,0,71,0,171.4218321999997,,171.39549979999993,5,171.4218321999997,171.4218321999997,0.01708059999964462,172.42392519999976,172.77540390000013,[0.037037037037037035],[-0.10648148148148148],[1],[0],[0],[1.3633442999998806],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
72,0,72,0,172.82631130000027,,172.77965249999943,10,172.82631130000027,172.82631130000027,0.032779000000118685,173.82869740000024,175.54463849999956,[-0.3472222222222222],[0.21944444444444444],[1],[0],[0],[2.732685599999968],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
73,0,73,0,175.61504259999947,,175.5488766999997,10,175.61504259999947,175.61504259999947,0.04322059999958583,176.61985409999943,179.3350247999997,[0.24259259259259258],[-0.04537037037037037],[1],[0],[0],[3.743465899999137],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
74,0,74,0,179.39009569999962,,179.33974859999944,10,179.39009569999962,179.39009569999962,0.034608599999955914,180.3985431000001,180.59967940000024,[0.31851851851851853],[0.08888888888888889],[1],[0],[0],[1.225854999999683],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
75,0,75,0,180.6509103999997,,180.60392520000005,10,180.6509103999997,180.6509103999997,0.03302419999999984,181.6534032999998,182.35454039999968,[-0.44166666666666665],[-0.020370370370370372],[1],[0],[0],[1.7181652000008398],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
76,0,76,0,182.3860949,,182.35874539999986,5,182.3860949,182.3860949,0.016974199999822304,183.38853169999948,185.17239999999947,[0.007407407407407408],[0.42407407407407405],[1],[0],[0],[2.797062499999811],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
77,0,77,0,185.22260430000006,,185.17692569999963,10,185.22260430000006,185.22260430000006,0.031868000000031316,186.22501649999958,189.12408909999976,[-0.39351851851851855],[-0.4703703703703704],[1],[0],[0],[3.9158903999996255],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
78,0,78,0,189.15561960000014,,189.12890739999966,5,189.15561960000014,189.15561960000014,0.01694039999983943,190.15817330000027,190.79272330000003,[-0.175],[0.030555555555555555],[1],[0],[0],[1.6474226999998791],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
79,0,79,0,190.8243182999995,,190.79694109999946,5,190.8243182999995,190.8243182999995,0.017377400000441412,191.82682159999968,192.34550750000017,[-0.18518518518518517],[0.03518518518518519],[1],[0],[0],[1.5316972999999052],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
80,0,80,0,192.40553519999958,,192.35256260000006,10,192.40553519999958,192.40553519999958,0.035880399999769,193.41168229999948,194.27908939999998,[0.1638888888888889],[0.3768518518518518],[1],[0],[0],[1.8918421999997008],['target'],4,001,2024-10-10_15h19.42.268,Visual search exp,2024.1.5,None,2024-10-10 15h19.55.350684 +0530,
