trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,fixation.stopped,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
78,0,78,0,142.01437650000003,,141.96081409999988,10,142.01437650000003,142.01437650000003,0.037854300000162766,143.01734499999998,143.83070210000005,[-0.487962962962963],[-0.07222222222222222],[1],[0],[0],[1.832488499999954],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
79,0,79,0,143.89371419999998,,143.83518630000003,10,143.89371419999998,143.89371419999998,0.04173339999988457,144.89307209999993,145.09418340000002,[-0.24537037037037038],[0.10555555555555556],[1],[0],[0],[1.2178625999999895],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
80,0,80,0,145.1288474999999,,145.09899040000005,5,145.1288474999999,145.1288474999999,0.01939289999995708,146.1296387,147.13084839999988,[-0.08518518518518518],[-0.3851851851851852],[1],[0],[0],[2.013038300000062],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
81,0,81,0,147.18623479999997,,147.1352348999999,10,147.18623479999997,147.18623479999997,0.03603580000003603,148.19326690000003,148.38974439999993,[-0.25462962962962965],[0.003703703703703704],[1],[0],[0],[1.21905670000001],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
82,0,82,0,148.4228619999999,,148.39466360000006,5,148.4228619999999,148.4228619999999,0.018077700000048935,149.42548669999996,151.95786569999996,[0.2814814814814815],[-0.3814814814814815],[1],[0],[0],[3.545739400000002],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
83,0,83,0,151.99344500000007,,151.96248479999986,5,151.99344500000007,151.99344500000007,0.020116700000016863,152.99333439999987,153.21109120000006,[0.15925925925925927],[-0.38981481481481484],[1],[0],[0],[1.228950000000168],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
84,0,84,0,153.24422099999992,,153.21542150000005,5,153.24422099999992,153.24422099999992,0.01853849999997692,154.24623939999992,154.96347659999992,[0.3287037037037037],[-0.3277777777777778],[1],[0],[0],[1.7301422000000457],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
85,0,85,0,155.01730049999992,,154.96827400000006,10,155.01730049999992,155.01730049999992,0.03456859999982953,156.0308101999999,156.37066119999986,[-0.07037037037037037],[-0.16944444444444445],[1],[0],[0],[1.3683633999999074],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
86,0,86,0,156.4054329999999,,156.37499809999986,5,156.4054329999999,156.4054329999999,0.019264099999872997,157.40665450000006,158.6238022,[-0.08425925925925926],[0.21944444444444444],[1],[0],[0],[2.2301244000000224],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
87,0,87,0,158.65647620000004,,158.62805409999987,5,158.65647620000004,158.65647620000004,0.017679900000075577,159.65853629999992,160.37732600000004,[-0.49722222222222223],[-0.4527777777777778],[1],[0],[0],[1.7321486000000732],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
88,0,88,0,160.4555848,,160.3824322999999,10,160.4555848,160.4555848,0.05138329999999769,161.45492220000006,162.39102789999993,[-0.4388888888888889],[-0.44537037037037036],[1],[0],[0],[1.9577401999999893],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
89,0,89,0,162.44772339999986,,162.39582169999994,10,162.44772339999986,162.44772339999986,0.03649660000019139,163.45930270000008,164.70285869999998,[0.2935185185185185],[-0.03611111111111111],[1],[0],[0],[2.2711093000000346],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
90,0,90,0,164.75580349999996,,164.70719919999988,10,164.75580349999996,164.75580349999996,0.034203400000023976,165.75749930000006,165.87544049999997,[0.38055555555555554],[-0.012037037037037037],[1],[0],[0],[1.1345991999999114],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
91,0,91,0,165.90711229999988,,165.87966149999988,5,165.90711229999988,165.90711229999988,0.017526299999872208,166.9095989,167.5771603999999,[0.05925925925925926],[0.43703703703703706],[1],[0],[0],[1.680326500000092],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
92,0,92,0,167.6331098999999,,167.58178700000008,10,167.6331098999999,167.6331098999999,0.036174999999957436,168.6344798,169.68420500000002,[0.3287037037037037],[0.30833333333333335],[1],[0],[0],[2.06680399999982],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
93,0,93,0,169.71971559999997,,169.689032,5,169.71971559999997,169.71971559999997,0.019473500000003696,170.7188701,171.53668330000005,[0.48148148148148145],[-0.07685185185185185],[1],[0],[0],[1.8285562000000937],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
94,0,94,0,171.58286249999992,,171.5438185999999,5,171.58286249999992,171.58286249999992,0.029685999999855994,172.5882168999999,172.9056882,[-0.20925925925925926],[-0.1935185185185185],[1],[0],[0],[1.3334964000000582],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
95,0,95,0,172.96094240000002,,172.91077999999993,10,172.96094240000002,172.96094240000002,0.035769200000004275,173.96957670000006,174.56301989999997,[-0.23333333333333334],[-0.16296296296296298],[1],[0],[0],[1.6170948000001317],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
96,0,96,0,174.6237572,,174.56745449999994,10,174.6237572,174.6237572,0.039878599999838116,175.6415010999999,177.01649670000006,[-0.18611111111111112],[0.3351851851851852],[1],[0],[0],[2.4098179999998592],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
97,0,97,0,177.052273,,177.02093360000003,5,177.052273,177.052273,0.019120799999882365,178.05116429999998,178.60274299999992,[0.19074074074074074],[-0.08333333333333333],[1],[0],[0],[1.5632545000000846],[],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
98,0,98,0,178.65713589999996,,178.6075140999999,10,178.65713589999996,178.65713589999996,0.03522709999992912,179.66090929999996,180.5257810999999,[0.3],[0.375],[1],[0],[0],[1.8836025000000518],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
99,0,99,0,180.5602053,,180.53023239999993,5,180.5602053,180.5602053,0.018234500000062326,181.56087359999992,182.02893849999987,[-0.47685185185185186],[-0.12314814814814815],[1],[0],[0],[1.481085000000121],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
100,0,100,0,182.07003989999998,,182.0337606999999,5,182.07003989999998,182.07003989999998,0.022385299999996278,183.08074399999987,183.58135119999997,[-0.34629629629629627],[-0.05462962962962963],[1],[0],[0],[1.5258033000000069],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
101,0,101,0,183.64070429999992,,183.58621040000003,10,183.64070429999992,183.64070429999992,0.03884260000018003,184.66422280000006,185.26473080000005,[0.0],[0.28425925925925927],[1],[0],[0],[1.6405718000000888],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
102,0,102,0,185.30226399999992,,185.26921979999997,5,185.30226399999992,185.30226399999992,0.020068600000058723,186.3109359,187.94684030000008,[-0.15833333333333333],[-0.13333333333333333],[1],[0],[0],[2.6578679999997803],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
103,0,103,0,187.99940270000002,,187.95350129999997,5,187.99940270000002,187.99940270000002,0.029579999999896245,189.00055789999988,189.92009310000003,[0.30462962962962964],[0.09166666666666666],[1],[0],[0],[1.9381539999999404],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
104,0,104,0,189.98432669999988,,189.92594970000005,10,189.98432669999988,189.98432669999988,0.040786000000025524,191.00295979999987,193.17479490000005,[-0.4685185185185185],[0.4111111111111111],[1],[0],[0],[3.209267399999817],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
105,0,105,0,193.2120852999999,,193.179443,5,193.2120852999999,193.2120852999999,0.01976039999999557,194.21927559999995,194.5203629,[-0.4],[0.010185185185185186],[1],[0],[0],[1.3216082999999799],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
106,0,106,0,194.55337800000007,,194.5239021,5,194.55337800000007,194.55337800000007,0.01676180000004024,195.55383089999987,195.9449674,[-0.5037037037037037],[0.29814814814814816],[1],[0],[0],[1.404735399999936],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
107,0,107,0,195.98009120000006,,195.95029750000003,5,195.98009120000006,195.98009120000006,0.01957399999992049,196.9948245999999,197.98015699999996,[0.33055555555555555],[-0.1388888888888889],[1],[0],[0],[2.010883799999874],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
108,0,108,0,198.0392056999999,,197.98870579999993,5,198.0392056999999,198.0392056999999,0.03247620000001916,199.04300839999996,199.54397889999996,[-0.21203703703703702],[0.14907407407407408],[1],[0],[0],[1.5241327000001093],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
109,0,109,0,199.59919130000003,,199.54840680000007,10,199.59919130000003,199.59919130000003,0.03631730000006428,200.60448199999996,201.00307279999993,[-0.2722222222222222],[0.36203703703703705],[1],[0],[0],[1.418945899999926],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
110,0,110,0,201.05843979999986,,201.00787119999995,10,201.05843979999986,201.05843979999986,0.03615769999987606,202.0588843999999,202.48007080000002,[0.39814814814814814],[0.43333333333333335],[1],[0],[0],[1.4366405000000668],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
111,0,111,0,202.5138359,,202.48458749999986,5,202.5138359,202.5138359,0.01797179999994114,203.5127640999999,203.7640374,[-0.09537037037037037],[-0.3638888888888889],[1],[0],[0],[1.2622029999999995],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
112,0,112,0,203.81677439999999,,203.76835260000007,10,203.81677439999999,203.81677439999999,0.03357980000009775,204.82871109999996,205.2433077999999,[0.17592592592592593],[-0.06388888888888888],[1],[0],[0],[1.4415013000000272],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
113,0,113,0,205.28215640000008,,205.24996800000008,5,205.28215640000008,205.28215640000008,0.02060869999991155,206.29397679999988,206.4123763,[-0.28888888888888886],[0.08981481481481482],[1],[0],[0],[1.1423537000000579],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
114,0,114,0,206.47970009999995,,206.4171214999999,10,206.47970009999995,206.47970009999995,0.042949800000087635,207.4779094999999,207.57514079999987,[-0.30092592592592593],[0.010185185185185186],[1],[0],[0],[1.1157545999999456],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
115,0,115,0,207.61185980000005,,207.5795246,5,207.61185980000005,207.61185980000005,0.02157390000002124,208.62750549999987,209.36127899999997,[0.30277777777777776],[-0.13055555555555556],[1],[0],[0],[1.7606767999998283],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
116,0,116,0,209.41603759999998,,209.36597299999994,10,209.41603759999998,209.41603759999998,0.03518569999982901,210.41779780000002,211.25790819999997,[-0.23796296296296296],[-0.15925925925925927],[1],[0],[0],[1.8571502000002056],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
117,0,117,0,211.29878099999996,,211.26415049999991,5,211.29878099999996,211.29878099999996,0.022795200000018667,212.3042309,212.38918519999993,[-0.4166666666666667],[0.06851851851851852],[1],[0],[0],[1.103087000000187],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
118,0,118,0,212.45734749999997,,212.39361310000004,10,212.45734749999997,212.45734749999997,0.04548879999993005,213.46586819999993,214.0688677999999,[-0.48518518518518516],[-0.08333333333333333],[1],[0],[0],[1.6303083000000242],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
119,0,119,0,214.14326959999994,,214.07549369999992,10,214.14326959999994,214.14326959999994,0.04993319999994128,215.15751279999995,215.91854940000007,[0.44722222222222224],[0.2824074074074074],[1],[0],[0],[1.7937521999999717],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
120,0,120,0,215.96319419999986,,215.92509889999997,5,215.96319419999986,215.96319419999986,0.022930300000098214,216.97688100000005,217.2443381999999,[-0.24074074074074073],[0.041666666666666664],[1],[0],[0],[1.297382399999833],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
121,0,121,0,217.28508420000003,,217.24739509999995,5,217.28508420000003,217.28508420000003,0.020933000000013635,218.29658790000008,218.49774980000007,[0.012037037037037037],[0.2861111111111111],[1],[0],[0],[1.229723599999943],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
122,0,122,0,218.56363499999998,,218.5012807999999,10,218.56363499999998,218.56363499999998,0.041207299999996394,219.56365559999995,220.0424332,[-0.45555555555555555],[-0.001851851851851852],[1],[0],[0],[1.500326399999949],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
123,0,123,0,220.1130584,,220.04787020000003,10,220.1130584,220.1130584,0.04371579999997266,221.12191860000007,221.83243270000003,[0.25925925925925924],[0.4074074074074074],[1],[0],[0],[1.7417320999998083],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
124,0,124,0,221.8641943,,221.83655629999998,5,221.8641943,221.8641943,0.016289299999925788,222.8734735999999,223.00851650000004,[-0.1175925925925926],[0.23055555555555557],[1],[0],[0],[1.156197999999904],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
125,0,125,0,223.04764909999994,,223.011297,10,223.04764909999994,223.04764909999994,0.023424900000009075,224.06030510000005,224.6275111,[-0.4787037037037037],[0.3333333333333333],[1],[0],[0],[1.5929826999999932],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
126,0,126,0,224.65986399999997,,224.63178070000004,5,224.65986399999997,224.65986399999997,0.01823459999991428,225.6618145,226.8467215999999,[0.4101851851851852],[-0.07314814814814814],[1],[0],[0],[2.197260000000142],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
127,0,127,0,226.91013939999993,,226.85257750000005,10,226.91013939999993,226.91013939999993,0.04028010000001814,227.91790049999986,229.00166820000004,[0.4740740740740741],[-0.09351851851851851],[1],[0],[0],[2.109699899999896],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
128,0,128,0,229.03581719999988,,229.00643739999987,5,229.03581719999988,229.03581719999988,0.019011200000022654,230.03732620000005,230.18886659999998,[-0.4148148148148148],[0.05925925925925926],[1],[0],[0],[1.1640056000001096],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
129,0,129,0,230.2433747,,230.19322280000006,10,230.2433747,230.2433747,0.03595230000019001,231.2448386000001,233.07753030000003,[0.4305555555555556],[0.3638888888888889],[1],[0],[0],[2.8490104999998493],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
130,0,130,0,233.10985279999977,,233.0818223000001,5,233.10985279999977,233.10985279999977,0.01822279999987586,234.10933609999984,235.9789308999998,[0.4009259259259259],[-0.45555555555555555],[1],[0],[0],[2.8793789999999717],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
131,0,131,0,236.03209060000017,,235.9832268,10,236.03209060000017,236.03209060000017,0.034393200000067736,237.03499759999977,238.28465689999985,[-0.33055555555555555],[0.16018518518518518],[1],[0],[0],[2.267479600000115],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
132,0,132,0,238.34195959999988,,238.28904439999997,10,238.34195959999988,238.34195959999988,0.037896899999850575,239.35103780000009,239.97537809999994,[0.14166666666666666],[0.30648148148148147],[1],[0],[0],[1.6490128999998888],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
133,0,133,0,240.0346596999998,,239.98016610000013,10,240.0346596999998,240.0346596999998,0.039524299999811774,241.04781580000008,242.69774849999976,[0.4703703703703704],[-0.26481481481481484],[1],[0],[0],[2.6786456999998336],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
134,0,134,0,242.73332070000015,,242.70210499999985,5,242.73332070000015,242.73332070000015,0.020663499999955093,243.7332738,244.13509109999995,[-0.24814814814814815],[-0.22685185185185186],[1],[0],[0],[1.4128990000003796],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
135,0,135,0,244.19252649999999,,244.1394919999998,10,244.19252649999999,244.19252649999999,0.03608170000006794,245.20732700000008,245.54550599999993,[0.0824074074074074],[0.16574074074074074],[1],[0],[0],[1.3705202999999528],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
136,0,136,0,245.5783077000001,,245.54986210000015,5,245.5783077000001,245.5783077000001,0.018456200000400713,246.5808631,246.9993427999998,[0.12962962962962962],[0.2388888888888889],[1],[0],[0],[1.4315886999997929],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
137,0,137,0,247.03602189999992,,247.00414199999977,5,247.03602189999992,247.03602189999992,0.019714600000042992,248.0502704999999,248.41776440000012,[-0.10740740740740741],[0.12962962962962962],[1],[0],[0],[1.3944942000002811],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
138,0,138,0,248.45093279999992,,248.42207730000018,5,248.45093279999992,248.45093279999992,0.018017900000359077,249.45272569999997,250.6036595999999,[-0.4527777777777778],[-0.24444444444444444],[1],[0],[0],[2.164143800000147],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
139,0,139,0,250.6380709,,250.60841089999985,5,250.6380709,250.6380709,0.019706099999893922,251.6392076000002,253.02239999999983,[-0.06851851851851852],[-0.4212962962962963],[1],[0],[0],[2.395345399999769],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
140,0,140,0,253.07981130000007,,253.02668670000003,10,253.07981130000007,253.07981130000007,0.038735600000109116,,253.34698609999987,[-0.06851851851851852],[-0.4212962962962963],[1],[0],[0],[0.28214550000029703],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
141,0,141,0,253.38155599999982,,253.35233879999987,5,253.38155599999982,253.38155599999982,0.018239100000300823,254.3828023000001,255.10046060000013,[0.40370370370370373],[-0.17314814814814813],[1],[0],[0],[1.730465500000264],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
142,0,142,0,255.13419290000002,,255.1052107999999,5,255.13419290000002,255.13419290000002,0.018686299999899347,256.13574830000016,256.61952410000004,[-0.337037037037037],[0.275],[1],[0],[0],[1.4961602999997012],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
143,0,143,0,256.6849837999998,,256.62478379999993,10,256.6849837999998,256.6849837999998,0.041967900000145164,257.6923649999999,258.19959000000017,[-0.1712962962962963],[0.387037037037037],[1],[0],[0],[1.5337993999996797],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
144,0,144,0,258.2528782999998,,258.20427040000004,10,258.2528782999998,258.2528782999998,0.034292700000150944,259.2641402999998,260.2224126000001,[-0.31203703703703706],[-0.40555555555555556],[1],[0],[0],[1.9844379000001027],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
145,0,145,0,260.2787773,,260.22673239999995,10,260.2787773,260.2787773,0.03481680000004417,261.2794979999999,261.74699139999984,[-0.19166666666666668],[0.27314814814814814],[1],[0],[0],[1.4858189000001403],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
146,0,146,0,261.7801171000001,,261.7513958999998,5,261.7801171000001,261.7801171000001,0.01845229999980802,262.7819073999999,263.33244109999987,[0.4101851851851852],[0.21481481481481482],[1],[0],[0],[1.5631217000000106],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
147,0,147,0,263.3874732999998,,263.33704149999994,10,263.3874732999998,263.3874732999998,0.036102199999731965,264.3908574000002,266.64013939999995,[0.15],[0.43703703703703706],[1],[0],[0],[3.267568400000073],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
148,0,148,0,266.69704,,266.64506359999996,10,266.69704,266.69704,0.036484700000073644,267.70247519999975,268.0036819000002,[0.06481481481481481],[0.11388888888888889],[1],[0],[0],[1.322812200000044],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
149,0,149,0,268.0384592999999,,268.0084587000001,5,268.0384592999999,268.0384592999999,0.01918309999973644,269.0390047000001,269.3229461000001,[-0.12962962962962962],[0.03333333333333333],[1],[0],[0],[1.2958871000000727],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
150,0,150,0,269.3580262999999,,269.32722490000015,5,269.3580262999999,269.3580262999999,0.019234899999901245,270.3587263999998,271.16215539999985,[0.11296296296296296],[-0.19814814814814816],[1],[0],[0],[1.8160840000000462],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
151,0,151,0,271.2124868000001,,271.17034280000007,5,271.2124868000001,271.2124868000001,0.031222600000091916,272.21478530000013,272.8831046999999,[-0.4148148148148148],[-0.018518518518518517],[1],[0],[0],[1.6828436000000693],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
152,0,152,0,272.9621275999998,,272.8917431,10,272.9621275999998,272.9621275999998,0.05610750000005282,273.9660880000001,274.3601702000001,[-0.512962962962963],[0.20833333333333334],[1],[0],[0],[1.4137907999997879],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
153,0,153,0,274.41699040000003,,274.3661471999999,10,274.41699040000003,274.41699040000003,0.03674349999982951,275.4163629999998,275.86759840000013,[-0.022222222222222223],[0.4305555555555556],[1],[0],[0],[1.4659759000001031],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
154,0,154,0,275.9015983999998,,275.8720198000001,5,275.9015983999998,275.9015983999998,0.01772739999978512,276.9027756999999,277.9038182999998,[0.08148148148148149],[-0.20925925925925926],[1],[0],[0],[2.014599900000121],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
155,0,155,0,277.95674580000014,,277.9082232999999,10,277.95674580000014,277.95674580000014,0.03358739999976024,278.9615291,280.92556049999985,[0.4777777777777778],[-0.17777777777777778],[1],[0],[0],[2.9843017000002874],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
156,0,156,0,280.95978319999995,,280.93037490000006,5,280.95978319999995,280.95978319999995,0.019074900000305206,281.9608767,283.6118459999998,[0.009259259259259259],[0.049074074074074076],[1],[0],[0],[2.6629751000000397],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
157,0,157,0,283.6455640999998,,283.61658069999976,5,283.6455640999998,283.6455640999998,0.018367699999998877,284.64662009999984,284.8978539,[0.08888888888888889],[0.18611111111111112],[1],[0],[0],[1.263490400000137],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
158,0,158,0,284.93018429999984,,284.90215720000015,5,284.93018429999984,284.93018429999984,0.017727000000377302,285.93251139999984,288.31738749999977,[0.3351851851851852],[-0.2074074074074074],[1],[0],[0],[3.3980492000000595],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
159,0,159,0,288.38171150000016,,288.32160699999986,10,288.38171150000016,288.38171150000016,0.04274290000012115,289.3954865999999,291.2498534000001,[-0.41203703703703703],[-0.1287037037037037],[1],[0],[0],[2.8860829000000194],[],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
160,0,160,0,291.3060609999998,,291.2541464000001,10,291.3060609999998,291.3060609999998,0.036649799999850075,292.3123276000001,292.8737744,[0.30092592592592593],[0.2796296296296296],[1],[0],[0],[1.5834896999999728],['target'],1,001,2024-10-10_13h48.21.660,Visual search exp,2024.1.5,None,2024-10-10 13h48.37.556148 +0530,
